Keyword,Product Name,Price (per Kg),Product URL,Company,Company URL,City,Address,Rating,Phone
Hot forging,"IronHot ForgingCasting Part, For Automotive Industry",600,https://www.indiamart.com/proddetail/hot-forging-casting-part-2850294810462.html?pos=5&kwd=hot forging&tags=A||||8584.299|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4|r=5,Vasumathi Castings,https://www.indiamart.com/vasumathi-castings/?pos=5&kwd=hot forging&tags=A||||8584.299|Price|product|||MDC|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4,Coimbatore,"1/259-B, Pachapalayam, Sarcarsamakulam, Coimbatore - 641107, Dist.Coimbatore, Tamil Nadu",5,7942816263
Hot forging,"Forging Services Hot Forged Parts Manufacturers In India, For Automobile Industry",20,https://www.indiamart.com/proddetail/forging-services-hot-forged-parts-manufacturers-in-india-2854357976073.html?pos=6&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4|r=4,Super Auto Industries,https://www.superautocomponents.com/?pos=6&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4,Rajkot,"Plot No 2518 Gate No 1 Metoda, Super Auto Industries, Kalavad Marg, Lodhika Gidc, Lodhika Gidc, Rajkot - 360021, Dist.Rajkot, Gujarat",4.5,7942545868
Hot forging,"Hot ForgingParts, For Automotive Industry",100,https://www.indiamart.com/proddetail/hot-forging-parts-22537275397.html?pos=7&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4|r=4,Sulohak Cast,https://www.sulohakengineering.com/?pos=7&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4,Rajkot,"Maruti Industrial Area, Gondal Rd Charbhuja marble street,, Rajkot - 360004, Dist.Rajkot, Gujarat",4.6,8048983033
Hot forging,"Alloy SteelHot ForgingParts, For Industrial",150,https://www.indiamart.com/proddetail/hot-forging-parts-2852634494662.html?pos=8&kwd=hot forging&tags=A||||8032.138|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4|r=3,Jay Ambe Engineers,https://www.jayambeengineer.com/?pos=8&kwd=hot forging&tags=A||||8032.138|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4,Gondal,"Survey No.65P2/3, Plot No.49/50, Jay Ambe Engineers, Sgvp Road, B/h Sgvp Gurukul, Samruddhi Industrial Area, Ribda, Gondal - 360311, Dist.Rajkot, Gujarat",3.9,8048950202
Hot forging,"Alloy SteelHot ForgingParts, For Automobile Industry",145,https://www.indiamart.com/proddetail/hot-forging-parts-26442812697.html?pos=9&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4|r=4,Madhav Industries,https://www.madhavind.net/?pos=9&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4,Rajkot,"Ground Area, Shed No. 15-16, G-505/4, Gidc Lodhika, Kalawad Road, Lodhika Gidc, Rajkot - 360021, Dist.Rajkot, Gujarat",4.3,8048605398
Hot forging,"Brass Hot Roll Forging, For Automobile Industry",130,https://www.indiamart.com/proddetail/hot-roll-forging-2851158193073.html?pos=10&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4|r=4,MNC International,https://www.mncexport.com/?pos=10&kwd=hot forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:135592|cat:100|qry_typ:P|lang:en|flavl:0|cs:8802|v=4,Rajkot,"E 101, First Floor, Serenity Garden, Kalavad Marg, Rajkot - 360005, Dist.Rajkot, Gujarat",4.8,8047653986
Open die forging,"MS Open DieForging, For Automobile Industry",200,https://www.indiamart.com/proddetail/open-die-forging-2851620151762.html?pos=1&kwd=open die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4|r=4,Horizon Metal Components,https://www.horizonmetals.in/?pos=1&kwd=open die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4,Rajkot,"Plot 2/13, B/H Rolwell Forze Pvt Ltd, NR.Pardi PGVCL Kishan Cement Gate, Pardi, Rajkot - 360024, Dist.Rajkot, Gujarat",4.2,7942873681
Open die forging,Open DieForging,160,https://www.indiamart.com/proddetail/open-die-forging-17830786288.html?pos=3&kwd=open die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4|r=4,Pollen Forge,https://www.indiamart.com/pollen-forge/?pos=3&kwd=open die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4,Rajkot,"Aji G. I. D. C. Road East, Plot No. 158 Phase 2, Rajkot - 360003, Dist.Rajkot, Gujarat",4.4,7942532080
Open die forging,"Indian Open Die Forgings, For Engineering",500,https://www.indiamart.com/proddetail/open-die-forgings-25530295030.html?pos=4&kwd=open die forging&tags=BA||||8663.873|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4|r=4,Indian Steel And Metals,https://www.indiamart.com/anita-steel-suppliers/?pos=4&kwd=open die forging&tags=BA||||8663.873|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4,Bengaluru,"No.42, Hosur Main Road, Near Sun Palace, Old Chandapura, Anekal Taluk,, Bengaluru - 560081, Dist.Bengaluru, Karnataka",4.5,8046058667
Open die forging,"Mild Steel Open Die Forgings, For Industrial",200,https://www.indiamart.com/proddetail/open-die-forgings-2851671581988.html?pos=7&kwd=open die forging&tags=BB||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4|r=3,Shubh Components,https://www.indiamart.com/shubhcomponents/?pos=7&kwd=open die forging&tags=BB||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4,Rajkot,"2-umakant Pandit Udhyog Nagar, R.s. No. 401/4, Plot No. 25, Shubh Componants, Mavdi Road, Rajkot - 360004, Dist.Rajkot, Gujarat",3.6,7942833930
Open die forging,"Open DieForging, Power Generation",300,https://www.indiamart.com/proddetail/open-die-forging-4367950012.html?pos=8&kwd=open die forging&tags=BB||||8785.791|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4|r=4,Forgemen India,https://www.forgemenindia.in/?pos=8&kwd=open die forging&tags=BB||||8785.791|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4,Ghaziabad,"C-97, Bulandshahar Road Industrial Area, Ghaziabad - 201009, Dist.Ghaziabad, Uttar Pradesh",4.5,8048967397
Open die forging,"Alloy Steel Gray Open Die Forgings, Material Grade: 20MnCr5/EN353/16MnCr5",135,https://www.indiamart.com/proddetail/open-die-forgings-25452226991.html?pos=10&kwd=open die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4|r=4,Madhav Industries,https://www.madhavind.net/?pos=10&kwd=open die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:7526|cat:100|qry_typ:P|lang:en|flavl:0|cs:8702|v=4,Rajkot,"Ground Area, Shed No. 15-16, G-505/4, Gidc Lodhika, Kalawad Road, Lodhika Gidc, Rajkot - 360021, Dist.Rajkot, Gujarat",4.3,8048605398
Closed die forging,"MS Closed DieForging, For Automobile Industry, 50 kg",100,https://www.indiamart.com/proddetail/closed-die-forging-2851620147373.html?pos=1&kwd=closed die forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Horizon Metal Components,https://www.horizonmetals.in/?pos=1&kwd=closed die forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Rajkot,"Plot 2/13, B/H Rolwell Forze Pvt Ltd, NR.Pardi PGVCL Kishan Cement Gate, Pardi, Rajkot - 360024, Dist.Rajkot, Gujarat",4.2,7942873681
Closed die forging,"Closed Die Forgings, Round And Profile",75,https://www.indiamart.com/proddetail/closed-die-forgings-2851272547191.html?pos=2&kwd=closed die forging&tags=A||||8307.81|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Majestic Forge And Fittings,https://www.majesticforgefittings.com/?pos=2&kwd=closed die forging&tags=A||||8307.81|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Pune,"Shop No. 3, Shreeji Complex, Majestic Forge And Fittings, Plot No. P Telco Road, MIDC, Bhosari, Pune - 411026, Dist.Pune, Maharashtra",4.5,7942538437
Closed die forging,SS Closed DieForging,30,https://www.indiamart.com/proddetail/closed-die-forging-23652826997.html?pos=3&kwd=closed die forging&tags=A||||8211.142|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Royal Forging & Engineering,https://www.royalforging.in/?pos=3&kwd=closed die forging&tags=A||||8211.142|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Mumbai,"Ground Shop No.5, 51k Dockyard Road Lohar Khata, Ratansey Bhagwandas Compound Mazagaon, Mumbai - 400010, Dist.Mumbai, Maharashtra",4.3,8048986045
Closed die forging,"MS Closed Die Forgings, 1 KG",140,https://www.indiamart.com/proddetail/closed-die-forgings-25452226412.html?pos=4&kwd=closed die forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Madhav Industries,https://www.madhavind.net/?pos=4&kwd=closed die forging&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Rajkot,"Ground Area, Shed No. 15-16, G-505/4, Gidc Lodhika, Kalawad Road, Lodhika Gidc, Rajkot - 360021, Dist.Rajkot, Gujarat",4.3,8048605398
Closed die forging,"Alloy Steel Closed DieForging, For Industrial, 200 Gm",28,https://www.indiamart.com/proddetail/closed-die-forging-27216830955.html?pos=5&kwd=closed die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Super Auto Industries,https://www.superautocomponents.com/?pos=5&kwd=closed die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Rajkot,"Plot No 2518 Gate No 1 Metoda, Super Auto Industries, Kalavad Marg, Lodhika Gidc, Lodhika Gidc, Rajkot - 360021, Dist.Rajkot, Gujarat",4.5,7942545868
Closed die forging,"Carbon Steel Forged Precision Turned Components, Packaging Type: Carton Box",350,https://www.indiamart.com/proddetail/forged-precision-turned-components-2851182617655.html?pos=6&kwd=closed die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,MNC International,https://www.mncexport.com/?pos=6&kwd=closed die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Rajkot,"E 101, First Floor, Serenity Garden, Kalavad Marg, Rajkot - 360005, Dist.Rajkot, Gujarat",4.8,8047653986
Closed die forging,"Closed Die Steel Forgings, For Auto Parts",12,https://www.indiamart.com/proddetail/closed-die-steel-forgings-2850041062312.html?pos=7&kwd=closed die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Taj Industries,https://www.tajindustries.in/?pos=7&kwd=closed die forging&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Rajkot,"NH-27, Gondal Road, Near Krishna Park Hotel Behind Tulip Party Plot, Rajkot - 360005, Dist.Rajkot, Gujarat",4.6,8048600895
Closed die forging,Closed Die Forgings,27,https://www.indiamart.com/proddetail/closed-die-forgings-2852640223848.html?pos=8&kwd=closed die forging&tags=A||||8032.138|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4|r=4,Real Techno Forge,https://www.realtechnoforge.com/?pos=8&kwd=closed die forging&tags=A||||8032.138|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Gondal,"-, ., Ribda, Gondal - 360311, Dist.Rajkot, Gujarat",4.2,8046049839
Closed die forging,"Stainless Steel Pinion Closed DieForging, 50 Gram",500,https://www.indiamart.com/proddetail/pinion-closed-die-forging-2850919408491.html?pos=10&kwd=closed die forging&tags=BA||||8663.873|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Sai Charan Forgings,https://www.indiamart.com/saicharanforgings/?pos=10&kwd=closed die forging&tags=BA||||8663.873|Price|product|||TS|rsf:gd-|-res:RC3|ktp:N0|stype:attr=1|mtp:S|wc:3|qr_nm:gd|com-cf:nl|ptrs:na|mc:25019|cat:100|qry_typ:P|lang:en|flavl:0|cs:8747|v=4,Bengaluru,"1st Main Road,No., 22/1 Gokul,1st, Stage 1st Phase,Mathikere,, Bengaluru - 560054, Dist.Bengaluru, Karnataka",No Rating,7942828654
Machine casting,"Alloy,Cast Iron,Iron,SG IronCastingFor Injection Moulding Machine",110,https://www.indiamart.com/proddetail/casting-for-injection-moulding-machine-17901759930.html?pos=1&kwd=machine casting&tags=A||||8228.275|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=2,Super Alloys,https://www.indiamart.com/superalloys/?pos=1&kwd=machine casting&tags=A||||8228.275|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Ahmedabad,"Survey No. A-1453, Bhavdagam, Opposite Kubadthal Bus Stop Odhav-Kathlala Road, Indore Highway, Ahmedabad - 382433, Dist.Ahmedabad, Gujarat",2.8,8047635140
Machine casting,"SS Machined Castings, High Pressure",400,https://www.indiamart.com/proddetail/ss-machined-castings-2853784756962.html?pos=2&kwd=machine casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Horizon Metal Components,https://www.horizonmetals.in/?pos=2&kwd=machine casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Rajkot,"Plot 2/13, B/H Rolwell Forze Pvt Ltd, NR.Pardi PGVCL Kishan Cement Gate, Pardi, Rajkot - 360024, Dist.Rajkot, Gujarat",4.2,7942873681
Machine casting,"High Pressure Machined Aluminium Castings, Material Grade: LM6",395,https://www.indiamart.com/proddetail/machined-aluminium-castings-2431640291.html?pos=3&kwd=machine casting&tags=BA||||8210.732|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=5,Super Cast Founders & Engineers,https://www.supercast.net/?pos=3&kwd=machine casting&tags=BA||||8210.732|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Vasai,"Gala 10/19, Oberoi Industrial Estate, Chinchpada, Waliv Road, Vasai - 401208, Dist.Palghar, Maharashtra",5,8048601580
Machine casting,Grinding MachineCasting,60,https://www.indiamart.com/proddetail/grinding-machine-casting-11024221897.html?pos=4&kwd=machine casting&tags=A||||8228.275|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Jatin Industries,https://www.indiamart.com/jatinindustries-gujarat/?pos=4&kwd=machine casting&tags=A||||8228.275|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Ahmedabad,"No. 87/2B, GIDC, Phase 1, Vatva Industrial Estate Vatva, Ahmedabad - 382425, Dist.Ahmedabad, Gujarat",4.5,8048962399
Machine casting,Machined Castings,50,https://www.indiamart.com/proddetail/machined-castings-11672144991.html?pos=5&kwd=machine casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Rachana Engitech,https://www.rachanaengitech.in/?pos=5&kwd=machine casting&tags=A||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Rajkot,"Ghanshyam Industrial Area, Street No. 4, Behind Hightech Tyre Virani Aghat, Dhebar Road, Rajkot - 360004, Dist.Rajkot, Gujarat",4.5,8047639262
Machine casting,"Grey Machined Cast IronCasting, For Industrial",130,https://www.indiamart.com/proddetail/machined-cast-iron-casting-21884580112.html?pos=7&kwd=machine casting&tags=BA||||8228.275|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,M. K. Industries,https://www.mkindustriesgroup.com/?pos=7&kwd=machine casting&tags=BA||||8228.275|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Ahmedabad,"T1 Ahmedabad Ginning Pressing And Mfg Co Compound, Naroda Road Anand Industrial Estate Naroda, Ahmedabad - 380025, Dist.Ahmedabad, Gujarat",4.1,8046079743
Machine casting,Stainless Steel Grey Industrial SandCasting,92,https://www.indiamart.com/proddetail/industrial-sand-casting-7889528097.html?pos=8&kwd=machine casting&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Poonam Metals,https://www.poonammetals.co.in/?pos=8&kwd=machine casting&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Rajkot,"POONAM METALS Metoda, G. I. D. C., Plot No. G-1330, Opposite Kishan Auto Kishan Gate No. 6, Kalawad Road, Rajkot - 360021, Dist.Rajkot, Gujarat",4.7,8048619268
Machine casting,Cast Iron Lost Foam Machine ToolCasting,100,https://www.indiamart.com/proddetail/machine-tool-casting-27020258312.html?pos=9&kwd=machine casting&tags=BA||||8614.241|Price|product|||MDC|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=3,Broadway Foundry And Engg Works,https://www.indiamart.com/broadway-foundry-engineering-works/?pos=9&kwd=machine casting&tags=BA||||8614.241|Price|product|||MDC|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Batala,"138, Focal Point,, Batala - 143505, Dist.Gurdaspur, Punjab",3,8048955045
Machine casting,MachinedCasting,70,https://www.indiamart.com/proddetail/machined-casting-4304175762.html?pos=10&kwd=machine casting&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4|r=4,Atkotiya Casting,https://www.atkotiyacasting.com/?pos=10&kwd=machine casting&tags=BA||||8038.093|Price|product|||TS|rsf:gd-|-res:RC4|ktp:N0|stype:attr=1|mtp:S|wc:2|qr_nm:gd|com-cf:nl|ptrs:na|mc:32262|cat:133|qry_typ:P|lang:en|flavl:0|cs:8751|v=4,Rajkot,"Mira Udhyog, S. S. M. L., Plot No. 155, Street No. 08 Near Bansidhar Weighbridge, AJI Ring Road, Rajkot - 360003, Dist.Rajkot, Gujarat",4.1,8047646570
